node_id,yinshi_w_value,xianshi_w_value
1497730944610017280,2022-02-27,2022-04-02
1496733152944930816,2022-02-24,2022-04-02
1497730944610017280,2022-02-27,2022-04-03
1496733152944930816,2022-02-24,2022-04-03
1497730944610017280,2022-02-27,2022-04-04
1496733152944930816,2022-02-24,2022-04-04
1497730944610017280,2022-02-27,2022-04-05
1496733152944930816,2022-02-24,2022-04-05
1497625121892167680,2022-02-26,2022-04-05
1497730944610017280,2022-02-27,2022-04-06
1496733152944930816,2022-02-24,2022-04-06
1497625121892167680,2022-02-26,2022-04-06
1497730944610017280,2022-02-27,2022-04-07
1496733152944930816,2022-02-24,2022-04-07
1497625121892167680,2022-02-26,2022-04-07
1497730944610017280,2022-02-27,2022-04-08
1497625121892167680,2022-02-26,2022-04-08
1497730944610017280,2022-02-27,2022-04-09
1497625121892167680,2022-02-26,2022-04-09
1497730944610017280,2022-02-27,2022-04-10
1500421650537353216,2022-03-06,2022-04-11
1500421650537353216,2022-03-06,2022-04-12
1500421650537353216,2022-03-06,2022-04-13
1501583418949353472,2022-03-09,2022-04-13
1500421650537353216,2022-03-06,2022-04-14
1501583418949353472,2022-03-09,2022-04-14
1501736933197705216,2022-03-10,2022-04-14
1500421650537353216,2022-03-06,2022-04-15
1501583418949353472,2022-03-09,2022-04-15
1501736933197705216,2022-03-10,2022-04-15
1500421650537353216,2022-03-06,2022-04-16
1501583418949353472,2022-03-09,2022-04-16
1501736933197705216,2022-03-10,2022-04-16
1500421650537353216,2022-03-06,2022-04-17
1501583418949353472,2022-03-09,2022-04-17
1501736933197705216,2022-03-10,2022-04-17
1501583418949353472,2022-03-09,2022-04-18
1501736933197705216,2022-03-10,2022-04-18
1501583418949353472,2022-03-09,2022-04-19
1501736933197705216,2022-03-10,2022-04-19
1502570966307594240,2022-03-12,2022-04-19
1501583418949353472,2022-03-09,2022-04-20
1501736933197705216,2022-03-10,2022-04-20
1502570966307594240,2022-03-12,2022-04-20
1501736933197705216,2022-03-10,2022-04-21
1502570966307594240,2022-03-12,2022-04-21
1502570966307594240,2022-03-12,2022-04-22
1502570966307594240,2022-03-12,2022-04-23
1506770396477292288,2022-03-23,2022-05-03
1506770396477292288,2022-03-23,2022-05-04
1507196187790651392,2022-03-25,2022-05-04
1507381727903182848,2022-03-25,2022-05-04
1507196187790651392,2022-03-25,2022-05-05
1507381727903182848,2022-03-25,2022-05-05
1508443163882815488,2022-03-28,2022-05-05
1507196187790651392,2022-03-25,2022-05-06
1507381727903182848,2022-03-25,2022-05-06
1508443163882815488,2022-03-28,2022-05-06
1508443163882815488,2022-03-28,2022-05-07
1508443163882815488,2022-03-28,2022-05-08
1508443163882815488,2022-03-28,2022-05-09
1512418986360672512,2022-04-08,2022-05-11
1512663941024952320,2022-04-09,2022-05-11
1512418986360672512,2022-04-08,2022-05-12
1512663941024952320,2022-04-09,2022-05-12
1512418986360672512,2022-04-08,2022-05-13
1512663941024952320,2022-04-09,2022-05-13
1512418986360672512,2022-04-08,2022-05-14
1512663941024952320,2022-04-09,2022-05-14
1512418986360672512,2022-04-08,2022-05-15
1512663941024952320,2022-04-09,2022-05-15
1512418986360672512,2022-04-08,2022-05-16
1512663941024952320,2022-04-09,2022-05-16
1512418986360672512,2022-04-08,2022-05-17
1512663941024952320,2022-04-09,2022-05-17
1526579887041290240,2022-05-17,2022-05-18
1512418986360672512,2022-04-08,2022-05-18
1512663941024952320,2022-04-09,2022-05-18
1526579887041290240,2022-05-17,2022-05-19
1512418986360672512,2022-04-08,2022-05-19
1512663941024952320,2022-04-09,2022-05-19
1526579887041290240,2022-05-17,2022-05-20
1527257045376073728,2022-05-19,2022-05-20
1512418986360672512,2022-04-08,2022-05-20
1512663941024952320,2022-04-09,2022-05-20
1526579887041290240,2022-05-17,2022-05-21
1527257045376073728,2022-05-19,2022-05-21
1512663941024952320,2022-04-09,2022-05-21
1513886862683025408,2022-04-12,2022-05-21
1526579887041290240,2022-05-17,2022-05-22
1527257045376073728,2022-05-19,2022-05-22
1513886862683025408,2022-04-12,2022-05-22
1526579887041290240,2022-05-17,2022-05-23
1527257045376073728,2022-05-19,2022-05-23
1513886862683025408,2022-04-12,2022-05-23
1526579887041290240,2022-05-17,2022-05-24
1527257045376073728,2022-05-19,2022-05-24
1513886862683025408,2022-04-12,2022-05-24
1526579887041290240,2022-05-17,2022-05-25
1527257045376073728,2022-05-19,2022-05-25
1514892798172200960,2022-04-15,2022-05-25
1514964506308329472,2022-04-15,2022-05-25
1526579887041290240,2022-05-17,2022-05-26
1527257045376073728,2022-05-19,2022-05-26
1514892798172200960,2022-04-15,2022-05-26
1514964506308329472,2022-04-15,2022-05-26
1515228778733387776,2022-04-16,2022-05-26
1526579887041290240,2022-05-17,2022-05-27
1527257045376073728,2022-05-19,2022-05-27
1514892798172200960,2022-04-15,2022-05-27
1514964506308329472,2022-04-15,2022-05-27
1515228778733387776,2022-04-16,2022-05-27
1526579887041290240,2022-05-17,2022-05-28
1527257045376073728,2022-05-19,2022-05-28
1515228778733387776,2022-04-16,2022-05-28
1526579887041290240,2022-05-17,2022-05-29
1527257045376073728,2022-05-19,2022-05-29
1526579887041290240,2022-05-17,2022-05-30
1527257045376073728,2022-05-19,2022-05-30
1526579887041290240,2022-05-17,2022-05-31
1527257045376073728,2022-05-19,2022-05-31
1526579887041290240,2022-05-17,2022-06-01
1527257045376073728,2022-05-19,2022-06-01
1526579887041290240,2022-05-17,2022-06-02
1527257045376073728,2022-05-19,2022-06-02
1526579887041290240,2022-05-17,2022-06-03
1527257045376073728,2022-05-19,2022-06-03
1526579887041290240,2022-05-17,2022-06-04
1527257045376073728,2022-05-19,2022-06-04
1526579887041290240,2022-05-17,2022-06-05
1527257045376073728,2022-05-19,2022-06-05
1526579887041290240,2022-05-17,2022-06-06
1527257045376073728,2022-05-19,2022-06-06
1526579887041290240,2022-05-17,2022-06-07
1527257045376073728,2022-05-19,2022-06-07
1533835957379956736,2022-06-06,2022-06-07
1526579887041290240,2022-05-17,2022-06-08
1527257045376073728,2022-05-19,2022-06-08
1533835957379956736,2022-06-06,2022-06-08
1520055828929077248,2022-04-29,2022-06-08
1526579887041290240,2022-05-17,2022-06-09
1527257045376073728,2022-05-19,2022-06-09
1533835957379956736,2022-06-06,2022-06-09
1520055828929077248,2022-04-29,2022-06-09
1526579887041290240,2022-05-17,2022-06-10
1527257045376073728,2022-05-19,2022-06-10
1533835957379956736,2022-06-06,2022-06-10
1520055828929077248,2022-04-29,2022-06-10
1526579887041290240,2022-05-17,2022-06-11
1527257045376073728,2022-05-19,2022-06-11
1533835957379956736,2022-06-06,2022-06-11
1526579887041290240,2022-05-17,2022-06-12
1527257045376073728,2022-05-19,2022-06-12
1533835957379956736,2022-06-06,2022-06-12
1526579887041290240,2022-05-17,2022-06-13
1527257045376073728,2022-05-19,2022-06-13
1533835957379956736,2022-06-06,2022-06-13
1526579887041290240,2022-05-17,2022-06-14
1527257045376073728,2022-05-19,2022-06-14
1533835957379956736,2022-06-06,2022-06-14
1536373728639995904,2022-06-13,2022-06-14
1526579887041290240,2022-05-17,2022-06-15
1527257045376073728,2022-05-19,2022-06-15
1533835957379956736,2022-06-06,2022-06-15
1536373728639995904,2022-06-13,2022-06-15
1526579887041290240,2022-05-17,2022-06-16
1527257045376073728,2022-05-19,2022-06-16
1533835957379956736,2022-06-06,2022-06-16
1536373728639995904,2022-06-13,2022-06-16
1526579887041290240,2022-05-17,2022-06-17
1527257045376073728,2022-05-19,2022-06-17
1533835957379956736,2022-06-06,2022-06-17
1536373728639995904,2022-06-13,2022-06-17
1526579887041290240,2022-05-17,2022-06-18
1527257045376073728,2022-05-19,2022-06-18
1533835957379956736,2022-06-06,2022-06-18
1536373728639995904,2022-06-13,2022-06-18
1526579887041290240,2022-05-17,2022-06-19
1527257045376073728,2022-05-19,2022-06-19
1533835957379956736,2022-06-06,2022-06-19
1536373728639995904,2022-06-13,2022-06-19
1526579887041290240,2022-05-17,2022-06-20
1527257045376073728,2022-05-19,2022-06-20
1533835957379956736,2022-06-06,2022-06-20
1536373728639995904,2022-06-13,2022-06-20
1526579887041290240,2022-05-17,2022-06-21
1527257045376073728,2022-05-19,2022-06-21
1533835957379956736,2022-06-06,2022-06-21
1536373728639995904,2022-06-13,2022-06-21
1526579887041290240,2022-05-17,2022-06-22
1527257045376073728,2022-05-19,2022-06-22
1533835957379956736,2022-06-06,2022-06-22
1536373728639995904,2022-06-13,2022-06-22
1526579887041290240,2022-05-17,2022-06-23
1527257045376073728,2022-05-19,2022-06-23
1533835957379956736,2022-06-06,2022-06-23
1536373728639995904,2022-06-13,2022-06-23
1526579887041290240,2022-05-17,2022-06-24
1527257045376073728,2022-05-19,2022-06-24
1533835957379956736,2022-06-06,2022-06-24
1536373728639995904,2022-06-13,2022-06-24
1539785322468212736,2022-06-23,2022-06-24
1526455929532973056,2022-05-17,2022-06-24
1526579887041290240,2022-05-17,2022-06-25
1527257045376073728,2022-05-19,2022-06-25
1533835957379956736,2022-06-06,2022-06-25
1536373728639995904,2022-06-13,2022-06-25
1539785322468212736,2022-06-23,2022-06-25
1526455929532973056,2022-05-17,2022-06-25
1526579887041290240,2022-05-17,2022-06-26
1527257045376073728,2022-05-19,2022-06-26
1533835957379956736,2022-06-06,2022-06-26
1536373728639995904,2022-06-13,2022-06-26
1539785322468212736,2022-06-23,2022-06-26
1540630497008570368,2022-06-25,2022-06-26
1526455929532973056,2022-05-17,2022-06-26
1526579887041290240,2022-05-17,2022-06-27
1527257045376073728,2022-05-19,2022-06-27
1533835957379956736,2022-06-06,2022-06-27
1536373728639995904,2022-06-13,2022-06-27
1539785322468212736,2022-06-23,2022-06-27
1540630497008570368,2022-06-25,2022-06-27
1526455929532973056,2022-05-17,2022-06-27
1526579887041290240,2022-05-17,2022-06-28
1527257045376073728,2022-05-19,2022-06-28
1533835957379956736,2022-06-06,2022-06-28
1536373728639995904,2022-06-13,2022-06-28
1539785322468212736,2022-06-23,2022-06-28
1540630497008570368,2022-06-25,2022-06-28
1526455929532973056,2022-05-17,2022-06-28
1527257045376073728,2022-05-19,2022-06-29
1533835957379956736,2022-06-06,2022-06-29
1536373728639995904,2022-06-13,2022-06-29
1539785322468212736,2022-06-23,2022-06-29
1540630497008570368,2022-06-25,2022-06-29
1527257045376073728,2022-05-19,2022-06-30
1533835957379956736,2022-06-06,2022-06-30
1536373728639995904,2022-06-13,2022-06-30
1539785322468212736,2022-06-23,2022-06-30
1540630497008570368,2022-06-25,2022-06-30
1533835957379956736,2022-06-06,2022-07-01
1536373728639995904,2022-06-13,2022-07-01
1539785322468212736,2022-06-23,2022-07-01
1540630497008570368,2022-06-25,2022-07-01
1542524090430345216,2022-06-30,2022-07-01
1533835957379956736,2022-06-06,2022-07-02
1536373728639995904,2022-06-13,2022-07-02
1539785322468212736,2022-06-23,2022-07-02
1540630497008570368,2022-06-25,2022-07-02
1542524090430345216,2022-06-30,2022-07-02
1533835957379956736,2022-06-06,2022-07-03
1536373728639995904,2022-06-13,2022-07-03
1539785322468212736,2022-06-23,2022-07-03
1540630497008570368,2022-06-25,2022-07-03
1542524090430345216,2022-06-30,2022-07-03
1533835957379956736,2022-06-06,2022-07-04
1536373728639995904,2022-06-13,2022-07-04
1539785322468212736,2022-06-23,2022-07-04
1540630497008570368,2022-06-25,2022-07-04
1542524090430345216,2022-06-30,2022-07-04
1533835957379956736,2022-06-06,2022-07-05
1536373728639995904,2022-06-13,2022-07-05
1539785322468212736,2022-06-23,2022-07-05
1540630497008570368,2022-06-25,2022-07-05
1542524090430345216,2022-06-30,2022-07-05
1533835957379956736,2022-06-06,2022-07-06
1536373728639995904,2022-06-13,2022-07-06
1539785322468212736,2022-06-23,2022-07-06
1540630497008570368,2022-06-25,2022-07-06
1542524090430345216,2022-06-30,2022-07-06
1533835957379956736,2022-06-06,2022-07-07
1536373728639995904,2022-06-13,2022-07-07
1539785322468212736,2022-06-23,2022-07-07
1540630497008570368,2022-06-25,2022-07-07
1542524090430345216,2022-06-30,2022-07-07
1529855270041825280,2022-05-26,2022-07-07
1533835957379956736,2022-06-06,2022-07-08
1536373728639995904,2022-06-13,2022-07-08
1539785322468212736,2022-06-23,2022-07-08
1540630497008570368,2022-06-25,2022-07-08
1542524090430345216,2022-06-30,2022-07-08
1530153399152308224,2022-05-27,2022-07-08
1533835957379956736,2022-06-06,2022-07-09
1536373728639995904,2022-06-13,2022-07-09
1539785322468212736,2022-06-23,2022-07-09
1540630497008570368,2022-06-25,2022-07-09
1542524090430345216,2022-06-30,2022-07-09
1533835957379956736,2022-06-06,2022-07-10
1536373728639995904,2022-06-13,2022-07-10
1539785322468212736,2022-06-23,2022-07-10
1540630497008570368,2022-06-25,2022-07-10
1542524090430345216,2022-06-30,2022-07-10
1533835957379956736,2022-06-06,2022-07-11
1536373728639995904,2022-06-13,2022-07-11
1539785322468212736,2022-06-23,2022-07-11
1540630497008570368,2022-06-25,2022-07-11
1542524090430345216,2022-06-30,2022-07-11
1531273868140171264,2022-05-30,2022-07-11
1533835957379956736,2022-06-06,2022-07-12
1536373728639995904,2022-06-13,2022-07-12
1539785322468212736,2022-06-23,2022-07-12
1540630497008570368,2022-06-25,2022-07-12
1542524090430345216,2022-06-30,2022-07-12
1533835957379956736,2022-06-06,2022-07-13
1536373728639995904,2022-06-13,2022-07-13
1539785322468212736,2022-06-23,2022-07-13
1540630497008570368,2022-06-25,2022-07-13
1542524090430345216,2022-06-30,2022-07-13
1533451615403126784,2022-06-05,2022-07-13
1533835957379956736,2022-06-06,2022-07-14
1536373728639995904,2022-06-13,2022-07-14
1539785322468212736,2022-06-23,2022-07-14
1540630497008570368,2022-06-25,2022-07-14
1542524090430345216,2022-06-30,2022-07-14
1533451615403126784,2022-06-05,2022-07-14
1533835957379956736,2022-06-06,2022-07-15
1536373728639995904,2022-06-13,2022-07-15
1539785322468212736,2022-06-23,2022-07-15
1540630497008570368,2022-06-25,2022-07-15
1542524090430345216,2022-06-30,2022-07-15
1533451615403126784,2022-06-05,2022-07-15
1533835957379956736,2022-06-06,2022-07-16
1536373728639995904,2022-06-13,2022-07-16
1539785322468212736,2022-06-23,2022-07-16
1540630497008570368,2022-06-25,2022-07-16
1542524090430345216,2022-06-30,2022-07-16
1533451615403126784,2022-06-05,2022-07-16
1533835957379956736,2022-06-06,2022-07-17
1536373728639995904,2022-06-13,2022-07-17
1539785322468212736,2022-06-23,2022-07-17
1540630497008570368,2022-06-25,2022-07-17
1542524090430345216,2022-06-30,2022-07-17
1533451615403126784,2022-06-05,2022-07-17
1533835957379956736,2022-06-06,2022-07-18
1536373728639995904,2022-06-13,2022-07-18
1539785322468212736,2022-06-23,2022-07-18
1540630497008570368,2022-06-25,2022-07-18
1542524090430345216,2022-06-30,2022-07-18
1536373728639995904,2022-06-13,2022-07-19
1539785322468212736,2022-06-23,2022-07-19
1540630497008570368,2022-06-25,2022-07-19
1542524090430345216,2022-06-30,2022-07-19
1534576673563332608,2022-06-08,2022-07-19
1536373728639995904,2022-06-13,2022-07-20
1539785322468212736,2022-06-23,2022-07-20
1540630497008570368,2022-06-25,2022-07-20
1542524090430345216,2022-06-30,2022-07-20
1534576673563332608,2022-06-08,2022-07-20
1536373728639995904,2022-06-13,2022-07-21
1539785322468212736,2022-06-23,2022-07-21
1540630497008570368,2022-06-25,2022-07-21
1542524090430345216,2022-06-30,2022-07-21
1536373728639995904,2022-06-13,2022-07-22
1539785322468212736,2022-06-23,2022-07-22
1540630497008570368,2022-06-25,2022-07-22
1542524090430345216,2022-06-30,2022-07-22
1536373728639995904,2022-06-13,2022-07-23
1539785322468212736,2022-06-23,2022-07-23
1540630497008570368,2022-06-25,2022-07-23
1542524090430345216,2022-06-30,2022-07-23
1536012498008035328,2022-06-12,2022-07-23
1536019392030334976,2022-06-12,2022-07-23
1536373728639995904,2022-06-13,2022-07-24
1539785322468212736,2022-06-23,2022-07-24
1540630497008570368,2022-06-25,2022-07-24
1542524090430345216,2022-06-30,2022-07-24
1536012498008035328,2022-06-12,2022-07-24
1536019392030334976,2022-06-12,2022-07-24
1536373728639995904,2022-06-13,2022-07-25
1539785322468212736,2022-06-23,2022-07-25
1540630497008570368,2022-06-25,2022-07-25
1542524090430345216,2022-06-30,2022-07-25
1536366248379838464,2022-06-13,2022-07-25
1539785322468212736,2022-06-23,2022-07-26
1540630497008570368,2022-06-25,2022-07-26
1542524090430345216,2022-06-30,2022-07-26
1536854772858335232,2022-06-14,2022-07-26
1539785322468212736,2022-06-23,2022-07-27
1540630497008570368,2022-06-25,2022-07-27
1542524090430345216,2022-06-30,2022-07-27
1539785322468212736,2022-06-23,2022-07-28
1540630497008570368,2022-06-25,2022-07-28
1542524090430345216,2022-06-30,2022-07-28
1539785322468212736,2022-06-23,2022-07-29
1540630497008570368,2022-06-25,2022-07-29
1542524090430345216,2022-06-30,2022-07-29
1539785322468212736,2022-06-23,2022-07-30
1540630497008570368,2022-06-25,2022-07-30
1542524090430345216,2022-06-30,2022-07-30
1539785322468212736,2022-06-23,2022-07-31
1540630497008570368,2022-06-25,2022-07-31
1542524090430345216,2022-06-30,2022-07-31
1538590672563113984,2022-06-19,2022-07-31
1539785322468212736,2022-06-23,2022-08-01
1540630497008570368,2022-06-25,2022-08-01
1542524090430345216,2022-06-30,2022-08-01
1539785322468212736,2022-06-23,2022-08-02
1540630497008570368,2022-06-25,2022-08-02
1542524090430345216,2022-06-30,2022-08-02
1539785322468212736,2022-06-23,2022-08-03
1540630497008570368,2022-06-25,2022-08-03
1542524090430345216,2022-06-30,2022-08-03
1539785322468212736,2022-06-23,2022-08-04
1540630497008570368,2022-06-25,2022-08-04
1542524090430345216,2022-06-30,2022-08-04
1540630497008570368,2022-06-25,2022-08-05
1542524090430345216,2022-06-30,2022-08-05
1540630497008570368,2022-06-25,2022-08-06
1542524090430345216,2022-06-30,2022-08-06
1542524090430345216,2022-06-30,2022-08-07
1542524090430345216,2022-06-30,2022-08-08
1542524090430345216,2022-06-30,2022-08-09
1542524090430345216,2022-06-30,2022-08-10
1542524090430345216,2022-06-30,2022-08-11
